pair_type,aligned,target_file,target_dir,input_file,input_dir,patient,view
real_same_patient,0,00000281_000.png,clear,00000281_002.png,overexposed,281,PA
real_same_patient,0,00000289_002.png,clear,00000289_003.png,overexposed,289,PA
real_same_patient,0,00000301_000.png,clear,00000301_001.png,overexposed,301,PA
real_same_patient,0,00000310_002.png,clear,00000310_004.png,overexposed,310,PA
real_same_patient,0,00000311_000.png,clear,00000311_001.png,overexposed,311,PA
real_same_patient,0,00000317_001.png,clear,00000317_000.png,overexposed,317,PA
real_same_patient,0,00000322_003.png,clear,00000322_000.png,overexposed,322,PA
real_same_patient,0,00000322_006.png,clear,00000322_005.png,overexposed,322,PA
real_same_patient,0,00000322_010.png,clear,00000322_009.png,overexposed,322,PA
real_same_patient,0,00000324_002.png,clear,00000324_001.png,overexposed,324,PA
real_same_patient,0,00000340_002.png,clear,00000340_001.png,overexposed,340,PA
real_same_patient,0,00000348_001.png,clear,00000348_002.png,overexposed,348,PA
real_same_patient,0,00000362_003.png,clear,00000362_004.png,overexposed,362,PA
real_same_patient,0,00000376_002.png,clear,00000376_000.png,overexposed,376,PA
real_same_patient,0,00000376_002.png,clear,00000376_001.png,overexposed,376,PA
real_same_patient,0,00000376_002.png,clear,00000376_003.png,overexposed,376,PA
real_same_patient,0,00000376_006.png,clear,00000376_007.png,overexposed,376,PA
real_same_patient,0,00000376_012.png,clear,00000376_011.png,overexposed,376,PA
real_same_patient,0,00000383_000.png,clear,00000383_001.png,overexposed,383,PA
real_same_patient,0,00000406_001.png,clear,00000406_000.png,overexposed,406,PA
real_same_patient,0,00000412_001.png,clear,00000412_000.png,overexposed,412,PA
real_same_patient,0,00000416_000.png,clear,00000416_001.png,overexposed,416,PA
real_same_patient,0,00000416_004.png,clear,00000416_003.png,overexposed,416,PA
real_same_patient,0,00000431_002.png,clear,00000431_001.png,overexposed,431,PA
real_same_patient,0,00000448_001.png,clear,00000448_000.png,overexposed,448,PA
real_same_patient,0,00000449_002.png,clear,00000449_003.png,overexposed,449,PA
real_same_patient,0,00000481_001.png,clear,00000481_000.png,overexposed,481,PA
real_same_patient,0,00000498_003.png,clear,00000498_002.png,overexposed,498,PA
real_same_patient,0,00000524_003.png,clear,00000524_002.png,overexposed,524,PA
real_same_patient,0,00000547_003.png,clear,00000547_002.png,overexposed,547,PA
real_same_patient,0,00000548_002.png,clear,00000548_001.png,overexposed,548,PA
real_same_patient,0,00000566_001.png,clear,00000566_002.png,overexposed,566,PA
real_same_patient,0,00000572_001.png,clear,00000572_000.png,overexposed,572,PA
real_same_patient,0,00000577_001.png,clear,00000577_000.png,overexposed,577,PA
real_same_patient,0,00000580_002.png,clear,00000580_003.png,overexposed,580,PA
real_same_patient,0,00000583_003.png,clear,00000583_002.png,overexposed,583,AP
real_same_patient,0,00000583_006.png,clear,00000583_005.png,overexposed,583,AP
real_same_patient,0,00000583_064.png,clear,00000583_062.png,overexposed,583,PA
real_same_patient,0,00000591_012.png,clear,00000591_011.png,overexposed,591,PA
real_same_patient,0,00000621_006.png,clear,00000621_005.png,overexposed,621,PA
real_same_patient,0,00000626_000.png,clear,00000626_001.png,overexposed,626,PA
real_same_patient,0,00000627_019.png,clear,00000627_020.png,overexposed,627,PA
real_same_patient,0,00000627_022.png,clear,00000627_023.png,overexposed,627,PA
real_same_patient,0,00000632_005.png,clear,00000632_004.png,overexposed,632,PA
real_same_patient,0,00000634_005.png,clear,00000634_004.png,overexposed,634,PA
real_same_patient,0,00000659_002.png,clear,00000659_000.png,overexposed,659,PA
real_same_patient,0,00000659_002.png,clear,00000659_001.png,overexposed,659,PA
real_same_patient,0,00000661_000.png,clear,00000661_001.png,overexposed,661,PA
real_same_patient,0,00000683_000.png,clear,00000683_001.png,overexposed,683,PA
real_same_patient,0,00000683_005.png,clear,00000683_004.png,overexposed,683,PA
real_same_patient,0,00000693_003.png,clear,00000693_004.png,overexposed,693,PA
real_same_patient,0,00000697_003.png,clear,00000697_004.png,overexposed,697,PA
real_same_patient,0,00000733_002.png,clear,00000733_000.png,overexposed,733,PA
real_same_patient,0,00000733_002.png,clear,00000733_001.png,overexposed,733,PA
real_same_patient,0,00000741_003.png,clear,00000741_002.png,overexposed,741,PA
real_same_patient,0,00000742_001.png,clear,00000742_000.png,overexposed,742,PA
real_same_patient,0,00000744_012.png,clear,00000744_013.png,overexposed,744,PA
real_same_patient,0,00000764_001.png,clear,00000764_000.png,overexposed,764,PA
real_same_patient,0,00000771_000.png,clear,00000771_001.png,overexposed,771,PA
real_same_patient,0,00000773_001.png,clear,00000773_000.png,overexposed,773,PA
real_same_patient,0,00000781_005.png,clear,00000781_004.png,overexposed,781,PA
real_same_patient,0,00000782_001.png,clear,00000782_000.png,overexposed,782,PA
real_same_patient,0,00000787_003.png,clear,00000787_004.png,overexposed,787,AP
real_same_patient,0,00000809_002.png,clear,00000809_001.png,overexposed,809,PA
real_same_patient,0,00000820_022.png,clear,00000820_021.png,overexposed,820,AP
real_same_patient,0,00000825_002.png,clear,00000825_001.png,overexposed,825,PA
real_same_patient,0,00000825_003.png,clear,00000825_004.png,overexposed,825,PA
real_same_patient,0,00000827_018.png,clear,00000827_019.png,overexposed,827,PA
real_same_patient,0,00000841_000.png,clear,00000841_001.png,overexposed,841,PA
real_same_patient,0,00000853_001.png,clear,00000853_000.png,overexposed,853,PA
real_same_patient,0,00000865_005.png,clear,00000865_004.png,overexposed,865,PA
real_same_patient,0,00000865_008.png,clear,00000865_009.png,overexposed,865,PA
real_same_patient,0,00000869_009.png,clear,00000869_008.png,overexposed,869,PA
real_same_patient,0,00000872_005.png,clear,00000872_004.png,overexposed,872,PA
real_same_patient,0,00000894_003.png,clear,00000894_002.png,overexposed,894,PA
real_same_patient,0,00000897_001.png,clear,00000897_000.png,overexposed,897,PA
real_same_patient,0,00000900_001.png,clear,00000900_000.png,overexposed,900,PA
real_same_patient,0,00000901_000.png,clear,00000901_001.png,overexposed,901,PA
real_same_patient,0,00000902_004.png,clear,00000902_003.png,overexposed,902,PA
real_same_patient,0,00000914_000.png,clear,00000914_001.png,overexposed,914,PA
real_same_patient,0,00000914_000.png,clear,00000914_002.png,overexposed,914,PA
real_same_patient,0,00000914_005.png,clear,00000914_003.png,overexposed,914,PA
real_same_patient,0,00000914_005.png,clear,00000914_004.png,overexposed,914,PA
real_same_patient,0,00000927_001.png,clear,00000927_002.png,overexposed,927,PA
real_same_patient,0,00000929_002.png,clear,00000929_000.png,overexposed,929,AP
real_same_patient,0,00000929_002.png,clear,00000929_001.png,overexposed,929,AP
real_same_patient,0,00000957_001.png,clear,00000957_000.png,overexposed,957,PA
real_same_patient,0,00001006_010.png,clear,00001006_009.png,overexposed,1006,AP
real_same_patient,0,00001019_001.png,clear,00001019_002.png,overexposed,1019,PA
real_same_patient,0,00001019_004.png,clear,00001019_003.png,overexposed,1019,PA
real_same_patient,0,00001027_001.png,clear,00001027_000.png,overexposed,1027,PA
real_same_patient,0,00001043_006.png,clear,00001043_000.png,overexposed,1043,PA
real_same_patient,0,00001048_001.png,clear,00001048_000.png,overexposed,1048,PA
real_same_patient,0,00001052_002.png,clear,00001052_001.png,overexposed,1052,PA
real_same_patient,0,00001055_005.png,clear,00001055_006.png,overexposed,1055,PA
real_same_patient,0,00001059_000.png,clear,00001059_001.png,overexposed,1059,PA
real_same_patient,0,00001070_001.png,clear,00001070_000.png,overexposed,1070,PA
real_same_patient,0,00001075_045.png,clear,00001075_044.png,overexposed,1075,PA
real_same_patient,0,00001084_001.png,clear,00001084_000.png,overexposed,1084,PA
real_same_patient,0,00001088_000.png,clear,00001088_001.png,overexposed,1088,PA
real_same_patient,0,00001088_003.png,clear,00001088_002.png,overexposed,1088,PA
real_same_patient,0,00001089_002.png,clear,00001089_000.png,overexposed,1089,PA
real_same_patient,0,00001089_002.png,clear,00001089_001.png,overexposed,1089,PA
real_same_patient,0,00001101_009.png,clear,00001101_008.png,overexposed,1101,PA
real_same_patient,0,00001104_007.png,clear,00001104_006.png,overexposed,1104,PA
real_same_patient,0,00001104_010.png,clear,00001104_009.png,overexposed,1104,PA
real_same_patient,0,00001107_003.png,clear,00001107_000.png,overexposed,1107,PA
real_same_patient,0,00001107_003.png,clear,00001107_001.png,overexposed,1107,PA
real_same_patient,0,00001107_003.png,clear,00001107_002.png,overexposed,1107,PA
real_same_patient,0,00001121_001.png,clear,00001121_000.png,overexposed,1121,PA
real_same_patient,0,00001153_002.png,clear,00001153_000.png,overexposed,1153,PA
real_same_patient,0,00001157_004.png,clear,00001157_005.png,overexposed,1157,PA
real_same_patient,0,00001158_002.png,clear,00001158_000.png,overexposed,1158,PA
real_same_patient,0,00001158_002.png,clear,00001158_001.png,overexposed,1158,PA
real_same_patient,0,00001158_002.png,clear,00001158_003.png,overexposed,1158,PA
real_same_patient,0,00001165_001.png,clear,00001165_000.png,overexposed,1165,PA
real_same_patient,0,00001169_000.png,clear,00001169_001.png,overexposed,1169,PA
real_same_patient,0,00001170_000.png,clear,00001170_001.png,overexposed,1170,PA
real_same_patient,0,00001182_001.png,clear,00001182_000.png,overexposed,1182,PA
real_same_patient,0,00001182_001.png,clear,00001182_002.png,overexposed,1182,PA
real_same_patient,0,00001182_004.png,clear,00001182_003.png,overexposed,1182,PA
real_same_patient,0,00001182_008.png,clear,00001182_009.png,overexposed,1182,PA
real_same_patient,0,00001182_011.png,clear,00001182_010.png,overexposed,1182,PA
real_same_patient,0,00001194_003.png,clear,00001194_002.png,overexposed,1194,PA
real_same_patient,0,00001200_007.png,clear,00001200_008.png,overexposed,1200,AP
real_same_patient,0,00001200_010.png,clear,00001200_009.png,overexposed,1200,AP
real_same_patient,0,00001200_013.png,clear,00001200_012.png,overexposed,1200,AP
real_same_patient,0,00001220_001.png,clear,00001220_000.png,overexposed,1220,PA
real_same_patient,0,00001222_006.png,clear,00001222_005.png,overexposed,1222,PA
real_same_patient,0,00001225_001.png,clear,00001225_000.png,overexposed,1225,PA
real_same_patient,0,00001232_004.png,clear,00001232_003.png,overexposed,1232,PA
real_same_patient,0,00001243_001.png,clear,00001243_000.png,overexposed,1243,PA
real_same_patient,0,00001247_005.png,clear,00001247_000.png,overexposed,1247,PA
real_same_patient,0,00001255_010.png,clear,00001255_011.png,overexposed,1255,AP
real_same_patient,0,00001256_005.png,clear,00001256_003.png,overexposed,1256,PA
real_same_patient,0,00001267_000.png,clear,00001267_001.png,overexposed,1267,AP
real_same_patient,0,00001268_002.png,clear,00001268_000.png,overexposed,1268,PA
real_same_patient,0,00001268_002.png,clear,00001268_001.png,overexposed,1268,PA
real_same_patient,0,00001270_000.png,clear,00001270_001.png,overexposed,1270,PA
real_same_patient,0,00001274_001.png,clear,00001274_000.png,overexposed,1274,PA
real_same_patient,0,00001304_003.png,clear,00001304_002.png,overexposed,1304,PA
real_same_patient,0,00001305_000.png,clear,00001305_001.png,overexposed,1305,AP
real_same_patient,0,00001308_001.png,clear,00001308_000.png,overexposed,1308,PA
real_same_patient,0,00001308_001.png,clear,00001308_002.png,overexposed,1308,PA
real_same_patient,0,00001309_000.png,clear,00001309_002.png,overexposed,1309,PA
real_same_patient,0,00001323_001.png,clear,00001323_002.png,overexposed,1323,PA
real_same_patient,0,00001333_001.png,clear,00001333_000.png,overexposed,1333,PA
real_same_patient,0,00001334_001.png,clear,00001334_000.png,overexposed,1334,PA
real_same_patient,0,00001335_001.png,clear,00001335_002.png,overexposed,1335,PA
real_same_patient,0,00001365_001.png,clear,00001365_000.png,overexposed,1365,PA
real_same_patient,0,00001367_005.png,clear,00001367_004.png,overexposed,1367,PA
real_same_patient,0,00001367_007.png,clear,00001367_006.png,overexposed,1367,PA
real_same_patient,0,00001371_005.png,clear,00001371_000.png,overexposed,1371,PA
real_same_patient,0,00001371_003.png,clear,00001371_002.png,overexposed,1371,AP
real_same_patient,0,00001373_007.png,clear,00001373_008.png,overexposed,1373,PA
real_same_patient,0,00001385_001.png,clear,00001385_000.png,overexposed,1385,AP
real_same_patient,0,00001397_005.png,clear,00001397_001.png,overexposed,1397,PA
real_same_patient,0,00001397_005.png,clear,00001397_002.png,overexposed,1397,PA
real_same_patient,0,00001397_005.png,clear,00001397_004.png,overexposed,1397,PA
real_same_patient,0,00001397_011.png,clear,00001397_009.png,overexposed,1397,AP
real_same_patient,0,00001397_011.png,clear,00001397_010.png,overexposed,1397,AP
real_same_patient,0,00001433_003 - Copy.png,clear,00001409_005 - Copy.png,overexposed,,
real_same_patient,0,00001409_006.png,clear,00001409_005.png,overexposed,1409,PA
real_same_patient,0,00001433_003 - Copy.png,clear,00001410_003 - Copy.png,overexposed,,
real_same_patient,0,00001410_004.png,clear,00001410_003.png,overexposed,1410,PA
real_same_patient,0,00001433_003 - Copy.png,clear,00001421_000 - Copy.png,overexposed,,
real_same_patient,0,00001421_001.png,clear,00001421_000.png,overexposed,1421,PA
real_same_patient,0,00001433_003 - Copy.png,clear,00001426_000 - Copy.png,overexposed,,
real_same_patient,0,00001426_001.png,clear,00001426_000.png,overexposed,1426,PA
real_same_patient,0,00001433_003 - Copy.png,clear,00001429_000 - Copy.png,overexposed,,
real_same_patient,0,00001429_001.png,clear,00001429_000.png,overexposed,1429,PA
real_same_patient,0,00001433_003 - Copy.png,clear,00001431_000 - Copy.png,overexposed,,
real_same_patient,0,00001433_003 - Copy.png,clear,00001433_001 - Copy.png,overexposed,,
real_same_patient,0,00001433_000.png,clear,00001433_001.png,overexposed,1433,PA
real_same_patient,0,00001433_003 - Copy.png,clear,00001437_016 - Copy.png,overexposed,,
real_same_patient,0,00001437_015.png,clear,00001437_016.png,overexposed,1437,PA
real_same_patient,0,00001445_001.png,clear,00001445_000.png,overexposed,1445,PA
real_same_patient,0,00001449_000.png,clear,00001449_001.png,overexposed,1449,PA
real_same_patient,0,00001452_003.png,clear,00001452_002.png,overexposed,1452,PA
real_same_patient,0,00001455_000.png,clear,00001455_001.png,overexposed,1455,PA
real_same_patient,0,00001470_001.png,clear,00001470_002.png,overexposed,1470,PA
real_same_patient,0,00001501_007.png,clear,00001501_006.png,overexposed,1501,PA
real_same_patient,0,00001523_001.png,clear,00001523_000.png,overexposed,1523,PA
real_same_patient,0,00001534_006.png,clear,00001534_005.png,overexposed,1534,PA
real_same_patient,0,00001555_003.png,clear,00001555_004.png,overexposed,1555,PA
real_same_patient,0,00001568_001.png,clear,00001568_002.png,overexposed,1568,AP
real_same_patient,0,00001592_001.png,clear,00001592_000.png,overexposed,1592,PA
real_same_patient,0,00001616_010.png,clear,00001616_012.png,overexposed,1616,PA
real_same_patient,0,00001650_006.png,clear,00001650_000.png,overexposed,1650,PA
real_same_patient,0,00001650_011.png,clear,00001650_010.png,overexposed,1650,PA
real_same_patient,0,00001653_000.png,clear,00001653_001.png,overexposed,1653,PA
real_same_patient,0,00001653_003.png,clear,00001653_002.png,overexposed,1653,PA
real_same_patient,0,00001655_001.png,clear,00001655_000.png,overexposed,1655,PA
real_same_patient,0,00001656_003.png,clear,00001656_002.png,overexposed,1656,PA
real_same_patient,0,00001673_007.png,clear,00001673_008.png,overexposed,1673,PA
real_same_patient,0,00001676_001.png,clear,00001676_000.png,overexposed,1676,PA
real_same_patient,0,00001684_031.png,clear,00001684_001.png,overexposed,1684,PA
real_same_patient,0,00001684_006.png,clear,00001684_005.png,overexposed,1684,AP
real_same_patient,0,00001686_001.png,clear,00001686_000.png,overexposed,1686,AP
real_same_patient,0,00001689_005.png,clear,00001689_003.png,overexposed,1689,PA
real_same_patient,0,00001694_002.png,clear,00001694_001.png,overexposed,1694,PA
real_same_patient,0,00001697_002.png,clear,00001697_000.png,overexposed,1697,PA
real_same_patient,0,00001697_002.png,clear,00001697_003.png,overexposed,1697,PA
real_same_patient,0,00001697_002.png,clear,00001697_009.png,overexposed,1697,PA
real_same_patient,0,00001697_012.png,clear,00001697_011.png,overexposed,1697,AP
real_same_patient,0,00001717_001.png,clear,00001717_000.png,overexposed,1717,PA
real_same_patient,0,00001718_006.png,clear,00001718_005.png,overexposed,1718,PA
real_same_patient,0,00001720_001.png,clear,00001720_000.png,overexposed,1720,PA
real_same_patient,0,00001720_001.png,clear,00001720_002.png,overexposed,1720,PA
real_same_patient,0,00001722_000.png,clear,00001722_008.png,overexposed,1722,PA
real_same_patient,0,00001734_000.png,clear,00001734_008.png,overexposed,1734,PA
real_same_patient,0,00001748_008.png,clear,00001748_007.png,overexposed,1748,PA
real_same_patient,0,00001749_003.png,clear,00001749_002.png,overexposed,1749,PA
real_same_patient,0,00001762_002.png,clear,00001762_001.png,overexposed,1762,PA
real_same_patient,0,00001788_001.png,clear,00001788_000.png,overexposed,1788,PA
real_same_patient,0,00001790_000.png,clear,00001790_001.png,overexposed,1790,PA
real_same_patient,0,00001796_001.png,clear,00001796_000.png,overexposed,1796,PA
real_same_patient,0,00001796_001.png,clear,00001796_002.png,overexposed,1796,PA
real_same_patient,0,00001796_001.png,clear,00001796_003.png,overexposed,1796,PA
real_same_patient,0,00001796_006.png,clear,00001796_004.png,overexposed,1796,PA
real_same_patient,0,00001796_006.png,clear,00001796_005.png,overexposed,1796,PA
real_same_patient,0,00001803_006.png,clear,00001803_000.png,overexposed,1803,PA
real_same_patient,0,00001803_014.png,clear,00001803_015.png,overexposed,1803,PA
real_same_patient,0,00001805_002.png,clear,00001805_001.png,overexposed,1805,PA
real_same_patient,0,00001807_001.png,clear,00001807_000.png,overexposed,1807,PA
real_same_patient,0,00001816_001.png,clear,00001816_000.png,overexposed,1816,PA
real_same_patient,0,00001831_000.png,clear,00001831_001.png,overexposed,1831,PA
real_same_patient,0,00001837_001.png,clear,00001837_000.png,overexposed,1837,PA
real_same_patient,0,00001850_001.png,clear,00001850_002.png,overexposed,1850,PA
real_same_patient,0,00001855_003.png,clear,00001855_002.png,overexposed,1855,AP
real_same_patient,0,00001855_008.png,clear,00001855_004.png,overexposed,1855,PA
real_same_patient,0,00001855_006.png,clear,00001855_007.png,overexposed,1855,AP
real_same_patient,0,00001855_030.png,clear,00001855_031.png,overexposed,1855,AP
real_same_patient,0,00001855_035.png,clear,00001855_036.png,overexposed,1855,AP
real_same_patient,0,00001857_000.png,clear,00001857_001.png,overexposed,1857,AP
real_same_patient,0,00001884_002.png,clear,00001884_003.png,overexposed,1884,PA
real_same_patient,0,00001890_001.png,clear,00001890_002.png,overexposed,1890,PA
real_same_patient,0,00001892_005.png,clear,00001892_004.png,overexposed,1892,PA
real_same_patient,0,00001895_003.png,clear,00001895_000.png,overexposed,1895,PA
real_same_patient,0,00001895_003.png,clear,00001895_002.png,overexposed,1895,PA
real_same_patient,0,00001900_009.png,clear,00001900_002.png,overexposed,1900,PA
real_same_patient,0,00001901_006.png,clear,00001901_007.png,overexposed,1901,PA
real_same_patient,0,00001916_002.png,clear,00001916_001.png,overexposed,1916,PA
real_same_patient,0,00001917_002.png,clear,00001917_001.png,overexposed,1917,PA
real_same_patient,0,00001920_000.png,clear,00001920_001.png,overexposed,1920,PA
real_same_patient,0,00001935_001.png,clear,00001935_000.png,overexposed,1935,PA
real_same_patient,0,00001935_001.png,clear,00001935_002.png,overexposed,1935,PA
real_same_patient,0,00001950_004.png,clear,00001950_000.png,overexposed,1950,PA
real_same_patient,0,00001950_004.png,clear,00001950_001.png,overexposed,1950,PA
real_same_patient,0,00001961_004.png,clear,00001961_001.png,overexposed,1961,PA
real_same_patient,0,00001967_001.png,clear,00001967_000.png,overexposed,1967,PA
real_same_patient,0,00001968_001.png,clear,00001968_000.png,overexposed,1968,PA
real_same_patient,0,00001968_004.png,clear,00001968_005.png,overexposed,1968,PA
real_same_patient,0,00001989_002.png,clear,00001989_003.png,overexposed,1989,PA
real_same_patient,0,00001989_012.png,clear,00001989_011.png,overexposed,1989,PA
real_same_patient,0,00001990_002.png,clear,00001990_001.png,overexposed,1990,PA
real_same_patient,0,00001996_011.png,clear,00001996_010.png,overexposed,1996,PA
real_same_patient,0,00002004_002.png,clear,00002004_003.png,overexposed,2004,PA
real_same_patient,0,00002014_003.png,clear,00002014_002.png,overexposed,2014,PA
real_same_patient,0,00002022_002.png,clear,00002022_000.png,overexposed,2022,PA
real_same_patient,0,00002023_000.png,clear,00002023_001.png,overexposed,2023,PA
real_same_patient,0,00002023_000.png,clear,00002023_002.png,overexposed,2023,PA
real_same_patient,0,00002032_010.png,clear,00002032_009.png,overexposed,2032,PA
real_same_patient,0,00002033_000.png,clear,00002033_001.png,overexposed,2033,PA
real_same_patient,0,00002048_002.png,clear,00002048_004.png,overexposed,2048,AP
real_same_patient,0,00002048_006.png,clear,00002048_005.png,overexposed,2048,PA
real_same_patient,0,00002048_007.png,clear,00002048_008.png,overexposed,2048,PA
real_same_patient,0,00002054_002.png,clear,00002054_000.png,overexposed,2054,PA
real_same_patient,0,00002058_012.png,clear,00002058_013.png,overexposed,2058,AP
real_same_patient,0,00002058_015.png,clear,00002058_014.png,overexposed,2058,AP
real_same_patient,0,00002059_010.png,clear,00002059_000.png,overexposed,2059,PA
real_same_patient,0,00002064_002.png,clear,00002064_003.png,overexposed,2064,PA
real_same_patient,0,00002065_001.png,clear,00002065_000.png,overexposed,2065,PA
real_same_patient,0,00002070_001.png,clear,00002070_002.png,overexposed,2070,PA
real_same_patient,0,00002075_005.png,clear,00002075_000.png,overexposed,2075,PA
real_same_patient,0,00002100_001.png,clear,00002100_000.png,overexposed,2100,PA
real_same_patient,0,00002101_000.png,clear,00002101_001.png,overexposed,2101,PA
real_same_patient,0,00002101_003.png,clear,00002101_002.png,overexposed,2101,PA
real_same_patient,0,00002111_010.png,clear,00002111_003.png,overexposed,2111,PA
real_same_patient,0,00002111_010.png,clear,00002111_004.png,overexposed,2111,PA
real_same_patient,0,00002111_010.png,clear,00002111_009.png,overexposed,2111,PA
real_same_patient,0,00002111_010.png,clear,00002111_011.png,overexposed,2111,PA
real_same_patient,0,00002111_014.png,clear,00002111_012.png,overexposed,2111,PA
real_same_patient,0,00002111_014.png,clear,00002111_015.png,overexposed,2111,PA
real_same_patient,0,00002111_018.png,clear,00002111_016.png,overexposed,2111,PA
real_same_patient,0,00002111_018.png,clear,00002111_017.png,overexposed,2111,PA
real_same_patient,0,00002117_010.png,clear,00002117_011.png,overexposed,2117,AP
real_same_patient,0,00002118_001.png,clear,00002118_002.png,overexposed,2118,PA
real_same_patient,0,00002118_008.png,clear,00002118_007.png,overexposed,2118,PA
real_same_patient,0,00002118_008.png,clear,00002118_009.png,overexposed,2118,PA
real_same_patient,0,00002118_008.png,clear,00002118_010.png,overexposed,2118,PA
real_same_patient,0,00002120_006.png,clear,00002120_007.png,overexposed,2120,PA
real_same_patient,0,00002139_001.png,clear,00002139_000.png,overexposed,2139,PA
real_same_patient,0,00002179_001.png,clear,00002179_000.png,overexposed,2179,PA
real_same_patient,0,00002195_001.png,clear,00002195_000.png,overexposed,2195,PA
real_same_patient,0,00002199_000.png,clear,00002199_001.png,overexposed,2199,PA
real_same_patient,0,00002208_014.png,clear,00002208_000.png,overexposed,2208,PA
real_same_patient,0,00002208_002.png,clear,00002208_001.png,overexposed,2208,AP
real_same_patient,0,00002215_001.png,clear,00002215_000.png,overexposed,2215,PA
real_same_patient,0,00002219_009.png,clear,00002219_008.png,overexposed,2219,PA
real_same_patient,0,00002229_001.png,clear,00002229_000.png,overexposed,2229,PA
real_same_patient,0,00002239_002.png,clear,00002239_000.png,overexposed,2239,PA
real_same_patient,0,00002239_002.png,clear,00002239_001.png,overexposed,2239,PA
real_same_patient,0,00002239_006.png,clear,00002239_005.png,overexposed,2239,PA
real_same_patient,0,00002239_007.png,clear,00002239_008.png,overexposed,2239,PA
real_same_patient,0,00002243_004.png,clear,00002243_005.png,overexposed,2243,PA
real_same_patient,0,00002243_007.png,clear,00002243_006.png,overexposed,2243,AP
real_same_patient,0,00002243_013.png,clear,00002243_009.png,overexposed,2243,PA
real_same_patient,0,00002247_002.png,clear,00002247_003.png,overexposed,2247,PA
real_same_patient,0,00002250_002.png,clear,00002250_000.png,overexposed,2250,PA
real_same_patient,0,00002250_002.png,clear,00002250_001.png,overexposed,2250,PA
real_same_patient,0,00002258_002.png,clear,00002258_003.png,overexposed,2258,PA
real_same_patient,0,00002258_002.png,clear,00002258_004.png,overexposed,2258,PA
real_same_patient,0,00002261_000.png,clear,00002261_001.png,overexposed,2261,PA
real_same_patient,0,00002264_002.png,clear,00002264_001.png,overexposed,2264,PA
real_same_patient,0,00002267_001.png,clear,00002267_000.png,overexposed,2267,PA
real_same_patient,0,00002267_001.png,clear,00002267_002.png,overexposed,2267,PA
real_same_patient,0,00002267_001.png,clear,00002267_003.png,overexposed,2267,PA
real_same_patient,0,00002267_001.png,clear,00002267_004.png,overexposed,2267,PA
real_same_patient,0,00002267_001.png,clear,00002267_005.png,overexposed,2267,PA
